 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
WV     GOES12  20080827  2255    6.94    85.32   162   26.5   82  57.13  0.89
WV     GOES12  20080827  2255    6.79    85.04   162   28.0   77  55.07  0.55
WV     GOES12  20080827  2255    7.19    84.39   175   21.2   83  59.92  0.66
WV     GOES12  20080827  2255    6.82    83.52   150   31.9   67  47.26  0.64
WV     GOES12  20080827  2255    7.15    82.05   137   18.7   56  54.23  0.81
WV     GOES12  20080827  2255    7.15    81.96   137   18.8   58  56.23  1.00
WV     GOES12  20080827  2255    7.10    78.60   150   19.0   76  63.59  0.99
WV     GOES12  20080827  2255    7.18    78.24   175   15.6   76  67.78  0.62
WV     GOES12  20080827  2255    6.62    88.93   250   14.1   70  78.52  0.99
WV     GOES12  20080827  2255    6.69    88.60   300   13.9   67  66.91  0.94
WV     GOES12  20080827  2255    6.62    87.58   350    8.3  173  58.31  0.61
WV     GOES12  20080827  2255    6.61    87.43   350    7.9  171  60.59  0.98
WV     GOES12  20080827  2255    6.24    85.32   200   12.6   82  76.94  0.85
WV     GOES12  20080827  2255    6.42    85.07   175   18.8   83  67.07  0.74
WV     GOES12  20080827  2255    6.57    84.23   175   21.3   80  66.16  0.60
WV     GOES12  20080827  2255    6.30    82.66   237   13.6   91  65.72  0.98
WV     GOES12  20080827  2255    6.60    82.33   212   13.8   86  72.48  0.91
WV     GOES12  20080827  2255    6.63    81.98   212   12.0   86  74.65  0.95
WV     GOES12  20080827  2255    6.56    81.45   250    8.2   73  59.94  0.66
WV     GOES12  20080827  2255    6.67    80.97   150   26.4   64  62.62  0.82
WV     GOES12  20080827  2255    6.52    80.49   150   29.8   67  51.85  1.00
WV     GOES12  20080827  2255    6.52    80.17   150   29.2   65  52.49  0.99
WV     GOES12  20080827  2255    6.59    80.09   150   28.9   65  52.93  0.99
WV     GOES12  20080827  2255    6.26    79.67   137   22.6   82  52.53  0.93
WV     GOES12  20080827  2255    6.59    79.38   150   26.3   73  60.72  0.87
WV     GOES12  20080827  2255    6.55    79.07   150   23.0   74  79.21  0.70
WV     GOES12  20080827  2255    6.37    78.65   175   18.6   83  71.42  0.83
WV     GOES12  20080827  2255    6.59    78.30   162   12.8   74  48.64  0.61
WV     GOES12  20080827  2255    6.63    78.24   175   12.0   79  51.89  0.64
WV     GOES12  20080827  2255    5.88    88.21   287   14.8   72  79.07  0.96
WV     GOES12  20080827  2255    5.77    87.97   262   14.1   71  82.51  0.98
WV     GOES12  20080827  2255    6.06    87.57   287   13.8   79  69.24  0.85
WV     GOES12  20080827  2255    5.98    86.17   287    9.2   71  69.69  0.87
WV     GOES12  20080827  2255    6.02    86.04   312   10.1   72  64.38  0.90
WV     GOES12  20080827  2255    6.06    85.34   200   15.7   85  63.54  0.74
WV     GOES12  20080827  2255    6.01    82.97   250   12.4   86  78.25  0.77
WV     GOES12  20080827  2255    6.01    82.95   250   12.5   87  77.30  0.81
WV     GOES12  20080827  2255    5.75    82.55   275   11.3  104  67.73  0.92
WV     GOES12  20080827  2255    6.08    82.07   237   12.6   76  64.70  0.93
WV     GOES12  20080827  2255    5.71    80.48   175   15.8   78  51.17  0.73
WV     GOES12  20080827  2255    5.79    79.85   200   20.1   83  68.61  0.99
WV     GOES12  20080827  2255    5.71    79.79   200   21.6   83  61.52  0.81
WV     GOES12  20080827  2255    6.04    79.44   200   20.7   84  60.70  0.98
WV     GOES12  20080827  2255    5.75    78.61   225   20.6   83  55.75  0.97
WV     GOES12  20080827  2255    6.04    78.50   175   21.0   82  68.59  0.97
WV     GOES12  20080827  2255    5.64    77.17   150   21.7   79  70.87  0.97
WV     GOES12  20080827  2255    5.59    88.57   225   15.6   72  79.12  0.97
WV     GOES12  20080827  2255    5.52    88.05   275   14.9   73  80.12  0.99
WV     GOES12  20080827  2255    5.29    85.81   187   13.8   68  54.41  0.84
WV     GOES12  20080827  2255    5.39    83.05   237   13.6   80  68.99  0.60
WV     GOES12  20080827  2255    5.50    82.94   250   12.4   85  77.45  0.91
WV     GOES12  20080827  2255    5.53    82.48   275   11.0  103  70.03  0.89
WV     GOES12  20080827  2255    5.49    79.95   162   20.5   79  58.59  0.90
WV     GOES12  20080827  2255    5.27    79.35   200   19.4   83  78.92  0.99
WV     GOES12  20080827  2255    5.49    78.96   225   19.3   87  64.60  0.99
WV     GOES12  20080827  2255    5.20    78.77   200   15.6   78  57.68  0.93
WV     GOES12  20080827  2255    5.20    78.27   150   22.9   80  71.60  0.90
WV     GOES12  20080827  2255    5.42    77.96   150   21.8   78  76.51  0.97
WV     GOES12  20080827  2255    5.31    77.65   162   16.9   78  60.60  0.93
WV     GOES12  20080827  2255    5.38    77.46   162   18.2   78  68.78  0.97
WV     GOES12  20080827  2255    5.04    88.81   225   17.3   68  72.60  0.93
WV     GOES12  20080827  2255    4.82    86.98   300   15.6   67  59.22  0.66
WV     GOES12  20080827  2255    4.63    85.82   162   29.6   78  62.73  0.90
WV     GOES12  20080827  2255    4.52    85.40   175   27.0   75  58.07  1.00
WV     GOES12  20080827  2255    4.74    85.06   187   16.6   79  66.99  0.75
WV     GOES12  20080827  2255    4.77    84.13   175   18.9   68  59.83  0.51
WV     GOES12  20080827  2255    4.66    82.24   337    9.0   74  74.05  1.00
WV     GOES12  20080827  2255    4.58    82.11   337    9.1   75  75.92  1.00
WV     GOES12  20080827  2255    4.80    81.01   212   14.1   78  55.49  0.84
WV     GOES12  20080827  2255    4.87    79.74   212   18.4   88  67.89  0.99
WV     GOES12  20080827  2255    4.95    79.39   162   17.9   87  49.67  0.98
WV     GOES12  20080827  2255    4.94    79.14   225   18.2   82  76.62  0.97
WV     GOES12  20080827  2255    4.73    78.74   212   22.9   81  61.27  0.99
WV     GOES12  20080827  2255    4.73    78.72   212   22.9   81  61.14  0.99
WV     GOES12  20080827  2255    4.69    78.12   162   20.0   80  70.64  0.97
WV     GOES12  20080827  2255    4.83    77.73   187   13.9  106  44.24  0.70
WV     GOES12  20080827  2255    4.45    86.63   175   24.2   79  75.03  0.94
WV     GOES12  20080827  2255    4.45    85.50   175   27.6   75  57.08  0.98
WV     GOES12  20080827  2255    4.45    85.44   175   27.3   75  57.59  1.00
WV     GOES12  20080827  2255    4.48    85.10   175   20.3   75  65.00  0.86
WV     GOES12  20080827  2255    4.41    84.82   187   14.9   66  54.64  0.50
WV     GOES12  20080827  2255    4.41    84.36   175   20.9   71  68.34  0.99
WV     GOES12  20080827  2255    4.37    82.28   287    8.9   76  55.97  0.84
WV     GOES12  20080827  2255    4.36    79.72   200   24.6   83  65.61  0.68
WV     GOES12  20080827  2255    4.29    79.40   200   25.3   84  62.15  1.00
WV     GOES12  20080827  2255    4.47    78.97   212   22.4   83  69.77  1.00
WV     GOES12  20080827  2255    4.11    78.57   200   25.2   81  61.23  0.99
WV     GOES12  20080827  2255    4.14    78.51   200   24.3   80  64.53  0.98
WV     GOES12  20080827  2255    4.03    78.24   187   19.1   79  62.22  0.92
WV     GOES12  20080827  2255    4.40    77.35   137   14.6   83  52.53  0.72
WV     GOES12  20080827  2255    4.25    77.13   175   12.6   84  49.21  0.63
VIS    GOES12  20080827  2255   11.85    86.68   687    5.4  320  50.80  0.65
VIS    GOES12  20080827  2255   11.58    88.39   812    4.2  254  85.29  1.00
VIS    GOES12  20080827  2255   11.65    88.28   812    3.8  249  83.37  0.91
VIS    GOES12  20080827  2255   11.64    86.99   700    4.6  240  82.12  0.60
VIS    GOES12  20080827  2255   11.24    87.82   793    4.1  254  84.15  1.00
VIS    GOES12  20080827  2255   11.22    87.72   812    4.1  256  83.43  0.96
VIS    GOES12  20080827  2255   11.27    87.45   850    4.2  236  79.17  1.00
VIS    GOES12  20080827  2255   11.29    87.40   850    4.2  237  79.33  1.00
VIS    GOES12  20080827  2255   11.07    87.74   793    4.0  253  82.44  0.95
VIS    GOES12  20080827  2255   11.10    87.32   850    3.8  249  82.26  1.00
VIS    GOES12  20080827  2255   11.10    87.27   831    3.6  251  83.81  1.00
VIS    GOES12  20080827  2255   10.91    86.86   868    4.2  244  86.37  0.98
VIS    GOES12  20080827  2255   10.77    87.29   850    3.5  259  72.65  0.92
VIS    GOES12  20080827  2255   10.69    87.12   850    3.8  229  76.05  0.85
VIS    GOES12  20080827  2255   10.76    86.93   868    3.9  254  76.77  0.99
VIS    GOES12  20080827  2255   10.67    86.42   831    4.4  237  78.82  1.00
VIS    GOES12  20080827  2255   10.61    85.90   775    3.3  242  75.62  0.90
VIS    GOES12  20080827  2255   10.38    87.61   831    4.8  245  81.61  0.97
VIS    GOES12  20080827  2255   10.55    86.46   700    4.4  236  70.54  0.90
VIS    GOES12  20080827  2255    8.28    88.08   850    7.3  214  82.83  0.92
VIS    GOES12  20080827  2255    7.89    88.20   850    7.4  209  85.96  0.99
VIS    GOES12  20080827  2255    7.93    88.13   850    6.7  209  80.46  1.00
VIS    GOES12  20080827  2255    7.87    87.97   868    6.7  210  72.75  0.98
VIS    GOES12  20080827  2255    7.98    87.80   868    8.2  212  78.13  0.96
VIS    GOES12  20080827  2255    7.72    88.17   850    7.3  210  83.57  0.91
VIS    GOES12  20080827  2255    7.76    87.76   850    7.5  208  80.46  0.78
VIS    GOES12  20080827  2255    7.03    86.30   756    9.4   47  54.38  0.66
VIS    GOES12  20080827  2255    6.87    86.21   793    7.6   61  58.88  0.75
VIS    GOES12  20080827  2255    4.05    87.39   793    8.8   68  67.54  0.75
VIS    GOES12  20080827  2255   33.09    77.66   775    6.9  190  84.68  0.76
VIS    GOES12  20080827  2255   32.76    78.45   812   11.3  195  53.90  0.62
VIS    GOES12  20080827  2255   33.02    78.18   793    7.2  192  75.97  0.67
VIS    GOES12  20080827  2255   32.97    78.01   756    8.4  188  71.01  0.78
VIS    GOES12  20080827  2255   32.85    77.95   718    8.3  192  67.39  0.79
VIS    GOES12  20080827  2255   32.90    77.66   775    6.0  197  77.70  0.79
VIS    GOES12  20080827  2255   31.73    78.30   812    6.9  226  76.21  0.98
VIS    GOES12  20080827  2255   31.33    78.41   850    7.3  226  77.81  0.96
VIS    GOES12  20080827  2255   31.30    77.13   737    6.5  216  71.60  0.92
VIS    GOES12  20080827  2255   31.26    77.18   775    6.1  226  75.09  0.81
VIS    GOES12  20080827  2255   30.72    80.04   737   11.0  266  58.82  0.94
VIS    GOES12  20080827  2255   30.70    79.88   793   12.4  248  52.75  0.67
VIS    GOES12  20080827  2255   30.90    79.77   812   10.8  267  54.88  0.74
VIS    GOES12  20080827  2255   30.69    78.47   831    5.4  213  71.25  0.89
VIS    GOES12  20080827  2255   30.76    78.40   850    5.6  215  72.82  0.96
VIS    GOES12  20080827  2255   30.69    78.17   756    5.6  220  79.36  0.95
VIS    GOES12  20080827  2255   30.29    80.57   687   11.0  257  71.49  0.78
VIS    GOES12  20080827  2255   30.29    80.37   675   10.5  259  72.62  0.75
VIS    GOES12  20080827  2255   30.20    80.55   700   11.0  257  70.81  0.79
VIS    GOES12  20080827  2255   30.20    80.51   687   10.8  257  72.03  0.77
VIS    GOES12  20080827  2255   30.11    77.71   756    4.8  221  81.41  0.76
VIS    GOES12  20080827  2255   29.93    88.25   700   13.6  250  82.17  0.98
VIS    GOES12  20080827  2255   29.79    84.34   625   14.8  254  56.34  0.64
VIS    GOES12  20080827  2255   29.41    88.17   625    3.9  245  73.73  0.77
VIS    GOES12  20080827  2255   29.45    86.84   700   19.7  243  52.00  0.94
VIS    GOES12  20080827  2255   29.33    88.65   718   12.4  250  72.09  0.92
VIS    GOES12  20080827  2255   29.25    88.22   650    4.1  247  54.95  0.75
VIS    GOES12  20080827  2255   29.32    88.14   650    4.0  241  54.10  0.75
VIS    GOES12  20080827  2255   29.18    79.67   850    5.1  268  85.98  0.61
VIS    GOES12  20080827  2255   28.79    87.74   700   14.4  240  77.16  0.70
VIS    GOES12  20080827  2255   28.72    85.83   812    4.1  286  81.73  0.97
VIS    GOES12  20080827  2255   28.71    85.64   850    3.9  277  78.69  0.88
VIS    GOES12  20080827  2255   28.80    85.48   812    5.9  280  76.12  0.66
VIS    GOES12  20080827  2255   28.71    85.36   850    4.4  300  73.78  0.81
VIS    GOES12  20080827  2255   28.74    84.77   868    4.0  288  82.81  0.87
VIS    GOES12  20080827  2255   28.64    84.09   906    3.2  273  84.67  0.91
VIS    GOES12  20080827  2255   28.66    83.88   887    3.3  288  80.75  1.00
VIS    GOES12  20080827  2255   28.82    83.79   887    3.2  264  80.04  0.88
VIS    GOES12  20080827  2255   28.66    83.65   887    3.1  258  75.49  0.87
VIS    GOES12  20080827  2255   28.60    85.69   831    4.0  282  82.45  0.97
VIS    GOES12  20080827  2255   28.55    85.23   868    3.7  288  86.86  0.78
VIS    GOES12  20080827  2255   28.32    84.74   887    3.2  287  80.81  0.94
VIS    GOES12  20080827  2255   28.39    84.66   887    3.4  290  81.34  0.90
VIS    GOES12  20080827  2255   28.43    84.52   887    3.4  274  75.05  0.98
VIS    GOES12  20080827  2255   28.58    83.92   887    3.2  286  82.61  0.95
VIS    GOES12  20080827  2255   28.03    85.72   850    3.5  292  83.31  0.61
VIS    GOES12  20080827  2255   28.02    85.33   906    3.1  292  80.57  0.88
VIS    GOES12  20080827  2255   28.02    88.84   700   11.4  238  80.75  0.71
VIS    GOES12  20080827  2255   27.72    84.59   793   10.0  260  55.33  0.79
VIS    GOES12  20080827  2255   27.63    84.45   775   11.7  247  51.53  0.84
VIS    GOES12  20080827  2255   27.42    88.80   675    8.9  234  74.32  0.99
VIS    GOES12  20080827  2255   27.53    88.63   775    9.0  241  65.61  0.97
VIS    GOES12  20080827  2255   27.35    85.92   887    4.1  347  75.55  0.95
VIS    GOES12  20080827  2255   27.53    77.09   775    5.9   89  83.03  0.95
VIS    GOES12  20080827  2255   27.53    77.02   756    6.1   89  79.48  0.97
VIS    GOES12  20080827  2255   27.42    74.37   887    6.1   61  69.59  0.63
VIS    GOES12  20080827  2255   27.23    88.97   700    8.6  246  66.31  0.89
VIS    GOES12  20080827  2255   27.29    88.83   662    9.5  238  78.64  0.97
VIS    GOES12  20080827  2255   27.22    88.65   737    9.6  240  85.60  0.97
VIS    GOES12  20080827  2255   27.31    88.48   662   10.6  243  70.96  0.97
VIS    GOES12  20080827  2255   26.79    87.32   718   11.4  229  64.33  0.97
VIS    GOES12  20080827  2255   26.78    86.95   868    3.2  357  82.42  0.98
VIS    GOES12  20080827  2255   26.77    86.44   868    3.4   11  84.16  0.76
VIS    GOES12  20080827  2255   26.71    83.35   887    5.7   38  63.04  0.99
VIS    GOES12  20080827  2255   26.70    74.59   887    5.9   83  78.15  0.97
VIS    GOES12  20080827  2255   26.79    74.54   887    6.2   77  86.38  0.97
VIS    GOES12  20080827  2255   26.64    89.00   775    9.1  257  57.33  0.62
VIS    GOES12  20080827  2255   26.61    87.33   700   11.2  231  73.71  0.99
VIS    GOES12  20080827  2255   26.55    86.11   887    4.4  354  68.69  0.75
VIS    GOES12  20080827  2255   26.39    83.86   850    5.7   32  65.65  0.97
VIS    GOES12  20080827  2255   26.38    76.35   868    6.7   85  76.20  0.77
VIS    GOES12  20080827  2255   26.20    87.15   700    7.8  229  80.90  0.70
VIS    GOES12  20080827  2255   26.20    87.04   700    8.0  233  80.93  0.94
VIS    GOES12  20080827  2255   26.07    85.73   887    5.3   42  74.94  0.78
VIS    GOES12  20080827  2255   26.05    85.67   887    5.3   41  76.29  0.75
VIS    GOES12  20080827  2255   26.19    85.48   906    5.7   35  73.26  0.82
VIS    GOES12  20080827  2255   26.05    84.42   850    3.2   21  73.94  0.65
VIS    GOES12  20080827  2255   26.05    84.08   850    5.3   28  73.94  0.72
VIS    GOES12  20080827  2255   25.84    86.18   906    5.5   40  76.47  0.85
VIS    GOES12  20080827  2255   25.96    85.73   887    5.4   42  76.16  0.77
VIS    GOES12  20080827  2255   25.86    84.79   906    5.6   35  75.82  0.88
VIS    GOES12  20080827  2255   25.82    84.45   831    3.7   35  84.43  0.67
VIS    GOES12  20080827  2255   25.92    84.17   850    4.3   39  84.41  0.68
VIS    GOES12  20080827  2255   25.79    82.38   850    4.4   31  66.86  0.69
VIS    GOES12  20080827  2255   25.81    81.82   737    4.1   71  76.14  0.65
VIS    GOES12  20080827  2255   25.46    87.93   887    4.4   59  72.99  0.61
VIS    GOES12  20080827  2255   25.50    87.43   756    6.3   47  52.42  0.65
VIS    GOES12  20080827  2255   25.62    84.29   831    4.3   43  79.15  0.68
VIS    GOES12  20080827  2255   25.64    84.07   812    4.1   45  74.30  0.76
VIS    GOES12  20080827  2255   25.24    88.47   868    3.6   89  79.77  0.77
VIS    GOES12  20080827  2255   25.35    87.45   775    3.6   65  81.21  0.89
VIS    GOES12  20080827  2255   25.32    87.01   906    7.3   56  59.37  0.90
VIS    GOES12  20080827  2255   25.10    84.97   887    5.1   48  81.01  0.70
VIS    GOES12  20080827  2255   25.07    84.69   887    3.6   52  75.74  0.60
VIS    GOES12  20080827  2255   25.21    83.27   850    3.1   57  77.78  0.65
VIS    GOES12  20080827  2255   25.27    83.11   887    5.1   41  69.52  0.67
VIS    GOES12  20080827  2255   25.07    82.64   887    3.3   74  78.54  0.66
VIS    GOES12  20080827  2255   25.21    81.54   868    4.0   95  74.19  0.73
VIS    GOES12  20080827  2255   25.29    81.07   737    3.6   83  74.38  0.71
